idu;commune;adresse_ban;code_postal;ville;surface_m2;tier_v2;rang_v2;mult_v2;copro;veille_succession;statut_matrice;q_score;a_score;completeness;proprio;v_score;v_band;top_signaux
97423000AH0505;Les Trois-Bassins;119 Rue du Touring Hôtel;97426;Les Trois-Bassins;429;a_creuser;100490;1.2;;;ecartee;1;62;92;;0;aucun;
97423000AE0875;Les Trois-Bassins;24 Chemin des Cactus;97426;Les Trois-Bassins;431;a_creuser;100556;1.2;;;ecartee;16;56;92;;0;aucun;
97423000AK0133;Les Trois-Bassins;43 Chemin Pelletier;97426;Les Trois-Bassins;2261;a_creuser;100624;1.2;;;ecartee;7;54;92;;0;aucun;
97423000AH0583;Les Trois-Bassins;67 Rue du Stade;97426;Les Trois-Bassins;305;a_creuser;100722;1.2;;;ecartee;16;62;92;;0;aucun;
97423000AB1950;Les Trois-Bassins;2 Allée des Tuits-Tuits;97426;Les Trois-Bassins;207;a_creuser;101298;1.2;;;ecartee;29;61;92;;0;aucun;
97423000AE0486;Les Trois-Bassins;;;;560;a_creuser;102548;1.2;;;ecartee;20;57;92;;0;aucun;
97423000AH1428;Les Trois-Bassins;48 Chemin des Longanis;97426;Les Trois-Bassins;512;a_creuser;102656;1.2;;;ecartee;8;59;92;;0;aucun;
97423000AH0729;Les Trois-Bassins;;;;205;a_creuser;102685;1.2;;;ecartee;9;62;92;;0;aucun;
97423000AD0733;Les Trois-Bassins;2 c Chemin Charlemagne;97426;Les Trois-Bassins;346;a_creuser;103194;1.2;;;ecartee;25;61;92;;0;aucun;
97423000AH0724;Les Trois-Bassins;6 Rue du Général de Gaulle;97426;Les Trois-Bassins;399;a_creuser;103343;1.2;;;ecartee;13;75;92;SOC REUNION PRODUITS PETROLIERS;0;aucun;
97423000AB0798;Les Trois-Bassins;14 Route Nationale 1a;97426;Les Trois-Bassins;448;a_creuser;103435;1.2;;;ecartee;1;61;92;;0;aucun;
97423000AH0572;Les Trois-Bassins;;;;159;a_creuser;103451;1.2;;;ecartee;1;59;92;;0;aucun;
97423000AH0807;Les Trois-Bassins;37 Rue du Général de Gaulle;97426;Les Trois-Bassins;334;a_creuser;104206;1.2;;;ecartee;14;63;92;;25;present;Friche recensée (Cartofriches) | Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux
97423000AC0015;Les Trois-Bassins;;;;369;a_creuser;104533;1.2;;;ecartee;31;60;92;;0;aucun;
97423000AB0142;Les Trois-Bassins;24 Allée des Tuits-Tuits;97426;Les Trois-Bassins;937;a_creuser;104597;1.2;;;ecartee;40;63;92;;0;aucun;
97423000AB1349;Les Trois-Bassins;;;;676;a_creuser;105330;1.2;;;a_creuser;51;66;92;;0;aucun;
97423000AD0764;Les Trois-Bassins;;;;450;a_creuser;105565;1.2;;;ecartee;2;60;92;;0;aucun;
97423000AD0739;Les Trois-Bassins;;;;420;a_creuser;105601;1.2;;;ecartee;1;58;92;;0;aucun;
97423000AD0328;Les Trois-Bassins;;;;133;a_creuser;105937;1.2;;;ecartee;18;62;92;;0;aucun;
97423000AC0105;Les Trois-Bassins;;;;517;a_creuser;106258;1.2;;;ecartee;22;60;92;;0;aucun;
97423000AK0858;Les Trois-Bassins;;;;1651;a_creuser;106346;1.2;;;a_creuser;59;62;92;;0;aucun;
97423000AD0060;Les Trois-Bassins;;;;152;a_creuser;106765;1.2;;;ecartee;1;60;92;;0;aucun;
97423000AE0386;Les Trois-Bassins;65 Chemin des Cactus;97426;Les Trois-Bassins;469;a_creuser;107126;1.2;;;ecartee;33;57;92;;0;aucun;
97423000AH0731;Les Trois-Bassins;315 Route Hubert Delisle;97426;Les Trois-Bassins;348;a_creuser;108102;1.2;;;ecartee;24;61;92;;0;aucun;
97423000AH1019;Les Trois-Bassins;;;;488;a_creuser;108173;1.2;;;ecartee;16;60;92;;0;aucun;
97423000AK0251;Les Trois-Bassins;15 Chemin Hibon;97426;Les Trois-Bassins;2128;a_creuser;108407;1.2;;;a_creuser;55;61;92;;0;aucun;
97423000AI0612;Les Trois-Bassins;38 Rue des Capucines;97426;Les Trois-Bassins;288;a_creuser;108560;1.2;;;ecartee;20;63;92;;0;aucun;
97423000AE0859;Les Trois-Bassins;;;;656;a_creuser;108725;1.2;;;ecartee;19;60;92;;0;aucun;
97423000AE0329;Les Trois-Bassins;21 a Route Hubert Delisle;97426;Les Trois-Bassins;963;a_creuser;109590;1.2;;;ecartee;20;61;92;;0;aucun;
97423000AI0617;Les Trois-Bassins;25 Rue des Capucines;97426;Les Trois-Bassins;277;a_creuser;109893;1.2;;;ecartee;8;62;92;;0;aucun;
97423000AK1207;Les Trois-Bassins;;;;922;a_creuser;110045;1.2;;;ecartee;39;63;92;;0;aucun;
97423000AD0736;Les Trois-Bassins;13 Chemin Cap du Chat;97426;Les Trois-Bassins;878;a_creuser;110048;1.2;;;ecartee;27;64;92;;0;aucun;
97423000AH1276;Les Trois-Bassins;;;;151;a_creuser;110428;1.2;;;ecartee;18;61;92;;0;aucun;
97423000AK1895;Les Trois-Bassins;30 Chemin Col de Cygne;97426;Les Trois-Bassins;403;a_creuser;110541;1.2;;;ecartee;28;70;92;SOCIETE IMMOBILIERE DEPARTEMENT REUNION;;na;
97423000AH1042;Les Trois-Bassins;;;;266;a_creuser;110856;1.2;;;ecartee;1;63;92;;0;aucun;
97423000AI0523;Les Trois-Bassins;;;;511;a_creuser;111093;1.2;;;ecartee;36;62;92;;0;aucun;
97423000AH1687;Les Trois-Bassins;;;;154;a_creuser;111112;1.2;;;ecartee;1;63;92;;0;aucun;
97423000AB1225;Les Trois-Bassins;18 Allée des Coraux;97426;Les Trois-Bassins;852;a_creuser;111945;1.2;;;ecartee;1;64;92;;0;aucun;
97423000AI0845;Les Trois-Bassins;16 Chemin de la Zone Artisanale;97426;Les Trois-Bassins;331;a_creuser;112021;1.2;;;ecartee;1;60;92;;0;aucun;
97423000AH0410;Les Trois-Bassins;253 Route Hubert Delisle;97426;Les Trois-Bassins;749;a_creuser;112771;1.2;;;ecartee;22;60;92;;0;aucun;
97423000AK1279;Les Trois-Bassins;43 Chemin Pelletier;97426;Les Trois-Bassins;803;a_creuser;113906;1.2;;;ecartee;34;54;92;;0;aucun;
97423000AK0516;Les Trois-Bassins;;;;871;a_creuser;116128;1.2;;;ecartee;38;61;92;;0;aucun;
97423000AH0531;Les Trois-Bassins;;;;191;a_creuser;118005;1.2;;;ecartee;10;62;92;;0;aucun;
97423000AI0696;Les Trois-Bassins;57 b Chemin Mnémonide;97426;Les Trois-Bassins;650;a_creuser;118157;1.2;;;ecartee;34;62;92;;0;aucun;
97423000AH0840;Les Trois-Bassins;;;;434;a_creuser;119054;1.2;;;ecartee;11;59;92;;0;aucun;
97423000AH0850;Les Trois-Bassins;15 b Rue Georges Brassens;97426;Les Trois-Bassins;230;a_creuser;119306;1.2;;;ecartee;10;60;92;;0;aucun;
97423000AH1383;Les Trois-Bassins;7 Chemin des Azalées;97426;Les Trois-Bassins;1175;a_creuser;120061;1.2;;;ecartee;35;62;92;;0;aucun;
97423000AK1149;Les Trois-Bassins;7 Allée des Tournesols;97426;Les Trois-Bassins;1096;a_creuser;120490;1.2;;;ecartee;19;55;92;;0;aucun;
97423000AE0435;Les Trois-Bassins;;;;117;a_creuser;121370;1.2;;;ecartee;15;56;92;;0;aucun;
97423000AB1386;Les Trois-Bassins;6 Allée des Cocotiers;97426;Les Trois-Bassins;173;a_creuser;122171;1.2;;;ecartee;17;64;92;;0;aucun;
97423000AH0473;Les Trois-Bassins;12 Ruelle Tricard;97426;Les Trois-Bassins;235;a_creuser;122329;1.2;;;ecartee;18;63;92;;25;present;Friche recensée (Cartofriches) | Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux
97423000AE0874;Les Trois-Bassins;22 Chemin des Cactus;97426;Les Trois-Bassins;444;a_creuser;122867;1.2;;;ecartee;10;55;92;;0;aucun;
97423000AK0249;Les Trois-Bassins;14 Chemin Hibon;97426;Les Trois-Bassins;1857;a_creuser;123004;1.2;;;ecartee;47;61;92;;0;aucun;
97423000AH1344;Les Trois-Bassins;28 Allée des Ramiers;97426;Les Trois-Bassins;1183;a_creuser;123199;1.2;;;ecartee;36;59;92;;0;aucun;
97423000AD0239;Les Trois-Bassins;;;;600;a_creuser;124019;1.2;;;ecartee;28;63;92;;0;aucun;
97423000AI0693;Les Trois-Bassins;;;;125;a_creuser;125129;1.2;;;ecartee;25;72;92;SOCIETE IMMOBILIERE DEPARTEMENT REUNION;;na;
97423000AE0301;Les Trois-Bassins;;;;836;a_creuser;125371;1.2;;;ecartee;18;59;92;;0;aucun;
97423000AK0857;Les Trois-Bassins;;;;1579;a_creuser;126286;1.2;;;a_creuser;55;61;92;;0;aucun;
97423000AB0206;Les Trois-Bassins;3 Allée des Cocotiers;97426;Les Trois-Bassins;891;a_creuser;126401;1.2;;;ecartee;29;63;92;;0;aucun;
97423000AH0568;Les Trois-Bassins;;;;280;a_creuser;126656;1.2;;;ecartee;5;58;92;;0;aucun;
97423000AE0847;Les Trois-Bassins;52 Chemin des Cactus;97426;Les Trois-Bassins;328;a_creuser;126780;1.1;;;ecartee;33;58;92;;0;aucun;
97423000AD0655;Les Trois-Bassins;88 Chemin Desbassyns;97426;Les Trois-Bassins;353;a_creuser;127363;1.1;;;ecartee;20;64;92;SOCIETE ANONYME D'HABITATIONS A LOYER MODERE DE LA REUNION;;na;
97423000AE0298;Les Trois-Bassins;;;;805;a_creuser;127613;1.1;;;ecartee;30;58;92;;0;aucun;
97423000AD0734;Les Trois-Bassins;2 d Chemin Charlemagne;97426;Les Trois-Bassins;356;a_creuser;128314;1.1;;;ecartee;27;62;92;;0;aucun;
97423000AB0255;Les Trois-Bassins;16 Allée des Coraux;97426;Les Trois-Bassins;817;a_creuser;128594;1.1;;;ecartee;30;64;92;;0;aucun;
97423000AH1850;Les Trois-Bassins;;;;621;a_creuser;129062;1.1;;;ecartee;34;62;92;;0;aucun;
97423000AD0760;Les Trois-Bassins;;;;887;a_creuser;129117;1.1;;;ecartee;37;56;92;;0;aucun;
97423000AH1838;Les Trois-Bassins;11 Allée des Lilas;97426;Les Trois-Bassins;737;a_creuser;131019;1.1;;;ecartee;14;62;92;;0;aucun;
97423000AD0628;Les Trois-Bassins;38 Chemin Cap du Chat;97426;Les Trois-Bassins;692;a_creuser;131693;1.1;;;ecartee;1;67;92;SOCIETE ANONYME D'HABITATIONS A LOYER MODERE DE LA REUNION;;na;
97423000AH1502;Les Trois-Bassins;25 Allée des Ramiers;97426;Les Trois-Bassins;757;a_creuser;131737;1.1;;;ecartee;24;59;92;;0;aucun;
97423000AK0985;Les Trois-Bassins;61 Chemin Hibon;97426;Les Trois-Bassins;869;a_creuser;132261;1.1;;;ecartee;8;58;92;;0;aucun;
97423000AK1969;Les Trois-Bassins;4 Chemin de la Croix Bigat;97426;Les Trois-Bassins;2477;a_creuser;133121;1.1;;;ecartee;45;63;92;;0;aucun;
97423000AH0037;Les Trois-Bassins;;;;123;a_creuser;133335;1.1;;;ecartee;36;63;92;SUCCESSION BAVOL AUGUSTIN;0;aucun;
97423000AH1503;Les Trois-Bassins;28 Rue Gabriel Mareuil;97426;Les Trois-Bassins;394;a_creuser;133541;1.1;;;ecartee;18;59;92;;0;aucun;
97423000AH1711;Les Trois-Bassins;;;;533;a_creuser;134012;1.1;;;ecartee;30;62;92;;0;aucun;
97423000AE0858;Les Trois-Bassins;;;;724;a_creuser;134848;1.1;;;ecartee;19;59;92;;0;aucun;
97423000AH1709;Les Trois-Bassins;;;;497;a_creuser;135376;1.1;;;ecartee;14;62;92;;0;aucun;
97423000AE0299;Les Trois-Bassins;;;;901;a_creuser;137630;1.1;;;ecartee;15;59;92;;0;aucun;
97423000AB1968;Les Trois-Bassins;12 a Allée des Coraux;97426;Les Trois-Bassins;636;a_creuser;137778;1.1;;;ecartee;34;64;92;;0;aucun;
97423000AE0646;Les Trois-Bassins;16 Chemin des Orchidées;97426;Les Trois-Bassins;555;a_creuser;138439;1.1;;;ecartee;4;51;92;;0;aucun;
97423000AD0542;Les Trois-Bassins;;;;2539;a_creuser;138771;1.1;;;a_creuser;61;62;92;;0;aucun;
97423000AK1032;Les Trois-Bassins;;;;1605;a_creuser;139960;1.1;;;ecartee;49;61;92;;0;aucun;
97423000AD0759;Les Trois-Bassins;9 Chemin Manioc;97426;Les Trois-Bassins;568;a_creuser;140899;1.1;;;ecartee;36;58;92;;0;aucun;
97423000AI0033;Les Trois-Bassins;;;;381;a_creuser;141519;1.1;;;ecartee;26;60;92;;0;aucun;
97423000AK0650;Les Trois-Bassins;8 Rue des Roses;97426;Les Trois-Bassins;600;a_creuser;142254;1.1;;;ecartee;30;61;92;;0;aucun;
97423000AK0698;Les Trois-Bassins;;;;1900;a_creuser;143634;1.1;;;ecartee;37;63;92;;0;aucun;
97423000AK1340;Les Trois-Bassins;;;;1471;a_creuser;143662;1.1;;;a_creuser;50;59;92;;0;aucun;
97423000AH1748;Les Trois-Bassins;8 Rue Georges Brassens;97426;Les Trois-Bassins;418;a_creuser;144136;1.0;;;ecartee;25;63;92;;0;aucun;
97423000AH1145;Les Trois-Bassins;14 Lotissement Padre;97426;Les Trois-Bassins;236;a_creuser;144602;1.0;;;ecartee;9;62;92;;0;aucun;
97423000AK0854;Les Trois-Bassins;18 Chemin des Tamarins;97426;Les Trois-Bassins;1589;a_creuser;145341;1.0;;;ecartee;48;61;92;;0;aucun;
97423000AH1407;Les Trois-Bassins;;;;1407;a_creuser;145517;1.0;;oui;a_creuser;53;71;92;LES OCEANES DES TROIS BASSINS SCCV;12;faible;Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux | Siège Réunion, autre commune que la parcelle | Cessation déclarée / mise en sommeil
97423000AH1362;Les Trois-Bassins;47 a Rue du Touring Hôtel;97426;Les Trois-Bassins;601;a_creuser;145851;1.0;;;ecartee;30;63;92;;0;aucun;
97423000AH1690;Les Trois-Bassins;5 Rue Jérôme Jarry;97426;Les Trois-Bassins;567;a_creuser;146110;1.0;;;ecartee;40;63;92;;0;aucun;
97423000AI0593;Les Trois-Bassins;16 Chemin Mnémonide;97426;Les Trois-Bassins;907;a_creuser;147004;1.0;;;ecartee;44;62;92;;0;aucun;
97423000AD0461;Les Trois-Bassins;58 Chemin Desbassyns;97426;Les Trois-Bassins;675;a_creuser;147465;1.0;;;ecartee;16;63;92;;0;aucun;
97423000AH1648;Les Trois-Bassins;7 a Chemin des Longanis;97426;Les Trois-Bassins;1048;a_creuser;148008;1.0;;;ecartee;28;63;92;;0;aucun;
97423000AK1145;Les Trois-Bassins;62 Chemin Hibon;97426;Les Trois-Bassins;1052;a_creuser;148685;1.0;;;ecartee;23;58;92;;0;aucun;
97423000AB1972;Les Trois-Bassins;13 Allée des Cocotiers;97426;Les Trois-Bassins;186;a_creuser;150401;1.0;;;ecartee;25;64;92;;0;aucun;
97423000AK0255;Les Trois-Bassins;23 Chemin Hibon;97426;Les Trois-Bassins;1778;a_creuser;151379;1.0;;;ecartee;11;61;92;;0;aucun;
97423000AE1039;Les Trois-Bassins;;;;175;a_creuser;152064;1.0;;;ecartee;15;58;92;;0;aucun;
97423000AD0029;Les Trois-Bassins;;;;562;a_creuser;152191;1.0;;;ecartee;11;56;92;;0;aucun;
97423000AH1057;Les Trois-Bassins;13 Chemin des Longanis;97426;Les Trois-Bassins;2045;a_creuser;152292;1.0;;;ecartee;42;59;92;;0;aucun;
97423000AH1525;Les Trois-Bassins;;;;569;a_creuser;152931;1.0;;;ecartee;40;63;92;;0;aucun;
97423000AK0257;Les Trois-Bassins;27 Chemin Hibon;97426;Les Trois-Bassins;1967;a_creuser;153329;1.0;;;ecartee;24;61;92;;0;aucun;
97423000AD0649;Les Trois-Bassins;115 Chemin Desbassyns;97426;Les Trois-Bassins;179;a_creuser;153635;1.0;;;ecartee;1;63;92;SOCIETE ANONYME D'HABITATIONS A LOYER MODERE DE LA REUNION;;na;
97423000AH1683;Les Trois-Bassins;26 b Allée des Lilas;97426;Les Trois-Bassins;720;a_creuser;154613;1.0;;;ecartee;29;62;92;;0;aucun;
97423000AK0880;Les Trois-Bassins;172 Rue Henri Auber;97426;Les Trois-Bassins;1124;a_creuser;155086;1.0;;;ecartee;34;63;92;;0;aucun;
97423000AE0395;Les Trois-Bassins;48 Chemin des Cactus;97426;Les Trois-Bassins;271;a_creuser;155796;1.0;;;ecartee;10;58;92;;0;aucun;
97423000AH0581;Les Trois-Bassins;;;;616;a_creuser;156746;1.0;;;ecartee;32;57;92;;0;aucun;
97423000AK0039;Les Trois-Bassins;131 Rue Henri Auber;97426;Les Trois-Bassins;2573;a_creuser;158212;1.0;;;a_creuser;59;63;92;;0;aucun;
97423000AK0827;Les Trois-Bassins;2 Allée des Hortensias;97426;Les Trois-Bassins;1123;a_creuser;158543;1.0;;;ecartee;31;63;92;;0;aucun;
97423000AD0098;Les Trois-Bassins;;;;275;a_creuser;158588;1.0;;;ecartee;25;62;92;;0;aucun;
97423000AD0763;Les Trois-Bassins;;;;794;a_creuser;159447;1.0;;;ecartee;30;56;92;;0;aucun;
97423000AI0703;Les Trois-Bassins;;;;505;a_creuser;159536;1.0;;;ecartee;41;61;92;;0;aucun;
97423000AE0454;Les Trois-Bassins;1 Allée des Bananiers;97426;Les Trois-Bassins;440;a_creuser;159599;1.0;;;ecartee;13;56;92;;0;aucun;
97423000AD0741;Les Trois-Bassins;;;;176;a_creuser;161224;1.0;;;ecartee;22;57;92;;0;aucun;
97423000AH1108;Les Trois-Bassins;373 Route Hubert Delisle;97426;Les Trois-Bassins;8220;a_creuser;161765;1.0;;;ecartee;20;61;92;;0;aucun;
97423000AH1712;Les Trois-Bassins;66 b Rue Georges Brassens;97426;Les Trois-Bassins;424;a_creuser;162266;1.0;;;ecartee;24;62;92;;0;aucun;
97423000AD0172;Les Trois-Bassins;17 Chemin des Vavangues;97426;Les Trois-Bassins;2357;a_creuser;163490;1.0;;;ecartee;37;61;92;;0;aucun;
97423000AH1322;Les Trois-Bassins;78 Rue du Stade;97426;Les Trois-Bassins;505;a_creuser;164858;1.0;;;ecartee;23;59;92;;0;aucun;
97423000AH1684;Les Trois-Bassins;;;;178;a_creuser;166326;1.0;;;ecartee;9;63;92;;0;aucun;
97423000AK0259;Les Trois-Bassins;49 Chemin Hibon;97426;Les Trois-Bassins;2106;a_creuser;168041;1.0;;;ecartee;2;60;92;;0;aucun;
97423000AK0983;Les Trois-Bassins;53 Chemin Hibon;97426;Les Trois-Bassins;1029;a_creuser;168205;1.0;;;ecartee;25;59;92;;0;aucun;
97423000AH1301;Les Trois-Bassins;35 a Rue du Touring Hôtel;97426;Les Trois-Bassins;438;a_creuser;168344;1.0;;;ecartee;24;63;92;;0;aucun;
97423000AD0105;Les Trois-Bassins;;;;180;a_creuser;169586;1.0;;;ecartee;10;61;92;;0;aucun;
97423000AB0146;Les Trois-Bassins;4 a Allée des Coraux;97426;Les Trois-Bassins;762;a_creuser;170319;1.0;;;ecartee;34;64;92;;0;aucun;
97423000AC0124;Les Trois-Bassins;;;;250;a_creuser;171657;1.0;;;ecartee;11;58;92;;0;aucun;
97423000AD0204;Les Trois-Bassins;;;;576;a_creuser;172171;1.0;;;ecartee;8;63;92;SUCCESSION PAYET ALBIN;0;aucun;
97423000AK1065;Les Trois-Bassins;8 Allée des Aubépines;97426;Les Trois-Bassins;1005;a_creuser;172276;1.0;;;ecartee;35;60;92;;0;aucun;
97423000AD0460;Les Trois-Bassins;;;;369;a_creuser;172576;1.0;;;ecartee;6;63;92;;0;aucun;
97423000AH0166;Les Trois-Bassins;69 Rue du Touring Hôtel;97426;Les Trois-Bassins;655;a_creuser;172756;1.0;;;ecartee;15;62;92;;0;aucun;
97423000AC0524;Les Trois-Bassins;39 Rue Victor Hugo;97426;Les Trois-Bassins;548;a_creuser;173607;1.0;;;ecartee;21;61;92;;0;aucun;
97423000AK1101;Les Trois-Bassins;;;;1717;a_creuser;174062;1.0;;;a_creuser;57;59;92;;0;aucun;
97423000AE0629;Les Trois-Bassins;7 Impasse des Lauriers;97426;Les Trois-Bassins;560;a_creuser;174253;1.0;;;ecartee;1;53;92;;0;aucun;
97423000AH0960;Les Trois-Bassins;8 Allée des Perdrix;97426;Les Trois-Bassins;2507;a_creuser;175166;0.9;;;a_creuser;54;61;92;;0;aucun;
97423000AK1684;Les Trois-Bassins;27 Allée de la Citerne;97426;Les Trois-Bassins;889;a_creuser;175906;0.9;;;ecartee;34;56;92;;0;aucun;
97423000AD0665;Les Trois-Bassins;;;;528;a_creuser;176154;0.9;;;ecartee;28;63;92;SOCIETE D'AMENAGEMENT FONCIER ET D'ETABLISSEMENT RURAL DE LA;12;faible;Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux | Siège Réunion, autre commune que la parcelle
97423000AH0133;Les Trois-Bassins;13 Rue du Touring Hôtel;97426;Les Trois-Bassins;459;a_creuser;176813;0.9;;;ecartee;24;63;92;;0;aucun;
97423000AI0464;Les Trois-Bassins;9 Impasse des Conflores;97426;Les Trois-Bassins;401;a_creuser;177066;0.9;;;ecartee;21;61;92;;0;aucun;
97423000AH1189;Les Trois-Bassins;22 Allée des Ramiers;97426;Les Trois-Bassins;1077;a_creuser;178049;0.9;;;ecartee;36;61;92;;0;aucun;
97423000AK1705;Les Trois-Bassins;2 Rue Henri Auber;97426;Les Trois-Bassins;941;a_creuser;180958;0.9;;;ecartee;25;61;92;;0;aucun;
97423000AI0273;Les Trois-Bassins;;;;1206;a_creuser;181861;0.9;;;a_creuser;56;62;92;;25;present;Friche recensée (Cartofriches) | Détention longue (aucune mutation DVF 2021-2025) — combinée à d'autres signaux
97423000AH1254;Les Trois-Bassins;13 Allée des Perdrix;97426;Les Trois-Bassins;675;a_creuser;182963;0.9;;;ecartee;37;61;92;;0;aucun;
97423000AD0205;Les Trois-Bassins;;;;569;a_creuser;183792;0.9;;;ecartee;8;63;92;;0;aucun;
97423000AI0719;Les Trois-Bassins;4 Impasse de l'Alambic;97426;Les Trois-Bassins;723;a_creuser;184722;0.9;;;ecartee;37;61;92;;0;aucun;
97423000AH0589;Les Trois-Bassins;;;;1674;a_creuser;186661;0.9;;;ecartee;23;60;92;;0;aucun;
97423000AD0123;Les Trois-Bassins;19 Chemin Cap du Chat;97426;Les Trois-Bassins;576;a_creuser;186966;0.9;;;ecartee;26;64;92;;0;aucun;
97423000AB0145;Les Trois-Bassins;2 Allée des Coraux;97426;Les Trois-Bassins;3404;a_creuser;186987;0.9;;;a_surveiller;73;64;92;COGOHR  COMITE DES OEUVRES SOC  DES ETS D HOSPITALISATION;0;aucun;
97423000AD0785;Les Trois-Bassins;;;;443;a_creuser;187286;0.9;;;ecartee;16;60;92;;0;aucun;
97423000AH1365;Les Trois-Bassins;;;;1032;a_creuser;187514;0.9;;;a_creuser;52;60;92;;0;aucun;
