idu,commune,statut_avant,statut_apres,etage0_avant,etage0_apres,tier_avant,tier_apres,rang_avant,rang_apres,motifs_he_v5
97424000AL0897,Cilaos,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,363239,363275,
97406000AL0563,La Plaine-des-Palmistes,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,325948,325973,
97408000AC1744,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,320013,320039,
97408000AC2480,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,109603,109613,
97408000AC3147,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,96572,96580,
97408000AN2046,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,385772,385807,
97408000AO1344,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,327220,327249,
97408000AO1380,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,342483,342500,
97408000AO1519,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,326362,326387,
97408000AS0572,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,393797,393832,
97408000AS0622,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,341382,341399,
97408000AS0625,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,192109,192105,
97408000AV1127,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,360790,360821,
97408000AV1128,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,399659,399693,
97408000AV1131,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,414810,414844,
97408000AW0929,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,356946,356976,
97408000AY0023,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,399273,399307,
97408000AY0218,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,322778,322796,
97408000AY0514,La Possession,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,43253,43252,
97407000AY0040,Le Port,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,317153,317183,
97423000AB0593,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,216015,216006,
97423000AB1229,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,158237,158229,
97423000AB1435,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,258755,258754,
97423000AB1436,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,231825,231818,
97423000AB1437,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,185891,185881,
97423000AC0161,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,385460,385494,
97423000AC0521,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,399317,399351,
97423000AD0149,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,375941,375975,
97423000AD0545,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,367691,367728,
97423000AD0546,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,372433,372473,
97423000AD0720,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,421026,421051,
97423000AI0676,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,157950,157942,
97423000AI0706,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,356839,356869,
97423000AK1130,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,317457,317488,
97423000AK1237,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,284100,284117,
97423000AK1328,Les Trois-Bassins,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,195133,195127,
97412000AZ0024,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,72938,72924,
97412000AZ0277,Saint-Joseph,a_creuser,faux_positif_probable,0,1,a_creuser,a_creuser,80796,80790,prescription_plu:HARD_EXCLUDE
97412000CZ0840,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,409158,409196,
97412000CZ0841,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,396152,396188,
97412000CZ0883,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,381630,381658,
97412000CZ1159,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,396269,396305,
97412000CZ1191,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,325714,325740,
97412000CZ1225,Saint-Joseph,faux_positif_probable,a_creuser,1,0,ecartee,ecartee,37427,37417,
97415000AB0279,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,11646,11649,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0284,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,9939,9943,prescription_plu:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0286,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,21975,21972,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0287,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,64654,64648,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0292,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,39069,39062,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0295,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,30077,30070,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0296,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,23841,23842,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0297,Saint-Paul,opportunite,exclue,0,1,a_creuser,a_creuser,38222,38215,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0334,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,12663,12665,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0335,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,7149,7153,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0361,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,59235,59230,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0369,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,5670,5673,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0370,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,33652,33643,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0397,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,38930,38923,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0400,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,5357,5359,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0402,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,14368,14368,prescription_plu:HARD_EXCLUDE | surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0404,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,3979,3979,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0406,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,10288,10292,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0447,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,112073,112084,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0449,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,2385,2386,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0450,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,467,467,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0451,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,4083,4081,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0459,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,103288,103297,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0460,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,11802,11805,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0461,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,10650,10654,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0462,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,12961,12963,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0464,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,33144,33135,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0480,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,4590,4590,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0509,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,15148,15147,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0510,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,14685,14684,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0511,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,17708,17707,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0618,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,27026,27022,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0619,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,60906,60901,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0620,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,20013,20015,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0621,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,9749,9753,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0622,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,15753,15753,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0623,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,45534,45531,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0624,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,85362,85366,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0625,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,153808,153799,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0626,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,48567,48565,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0627,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,69286,69274,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0628,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,54574,54573,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0629,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,43389,43387,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0630,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,19522,19521,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0631,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,54171,54170,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0632,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,82209,82210,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0633,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,11505,11508,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0634,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,6582,6585,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0635,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,8766,8769,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0636,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,6585,6588,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0637,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,10250,10254,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0638,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,32103,32095,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0639,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,14344,14344,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0640,Saint-Paul,opportunite,exclue,0,1,a_creuser,a_creuser,47786,47784,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0641,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,73211,73199,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0642,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,29726,29719,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0643,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,38591,38584,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0662,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,35009,35000,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0663,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,9139,9143,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0672,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,74637,74627,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0673,Saint-Paul,opportunite,exclue,0,1,a_creuser,a_creuser,27187,27183,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0674,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,107894,107905,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0675,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,119448,119455,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0676,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,30522,30513,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0677,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,38620,38613,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0678,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,11905,11907,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0721,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,12481,12483,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0722,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,11381,11384,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0723,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,10852,10856,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0724,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,17653,17652,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0725,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,66320,66309,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0726,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,67001,66990,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0727,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,14950,14949,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0728,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,125681,125685,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0736,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,3573,3574,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0737,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,40440,40436,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0739,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,19443,19441,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0740,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,3447,3448,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0741,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,4027,4025,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0742,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,59986,59981,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0743,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,20534,20534,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0748,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,5383,5385,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0760,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,35673,35662,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0761,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,58018,58017,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0762,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,25798,25796,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0763,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,30027,30020,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0764,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,20376,20378,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0765,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,6886,6890,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0797,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,373,373,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0798,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,2247,2248,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0799,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,163,163,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0800,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,1679,1679,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0801,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,1170,1169,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0802,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,1328,1328,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0818,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,4652,4652,prescription_plu:HARD_EXCLUDE | surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0819,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,2437,2438,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0820,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,3233,3233,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0821,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,3895,3894,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0823,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,821,820,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0824,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,4150,4148,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0825,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,6576,6579,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0826,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,138441,138432,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0828,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,756,755,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0830,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,9000,9004,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0832,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,1116,1115,bati:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0833,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,122,122,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0834,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,15145,15144,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0835,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,12710,12712,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0836,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,117003,117011,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0837,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,18662,18662,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0838,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,9120,9124,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0839,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,2965,2965,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0840,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,363,363,prescription_plu:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0841,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,2881,2881,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0842,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,7776,7779,surface:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0843,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,43379,43377,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0844,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,35674,35663,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0845,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,32782,32774,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0846,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,61243,61240,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0847,Saint-Paul,a_creuser,exclue,0,1,chaude,chaude,48,48,zonage_plu_gpu:HARD_EXCLUDE
97415000AB0848,Saint-Paul,faux_positif_probable,exclue,1,1,ecartee,ecartee,83087,83089,emprise_lineaire:HARD_EXCLUDE | zonage_plu_gpu:HARD_EXCLUDE
97415000AB0849,Saint-Paul,a_creuser,exclue,0,1,a_creuser,a_creuser,21644,21643,zonage_plu_gpu:HARD_EXCLUDE
